postNum,pageNum,pageID,medication,text
4,4,forumstopic69173-abilify-my-experience?page=4,abilify_aripiprazole,"Well, that is a bummer. Do you have bipolar? I ask because it seems (to me at least) that a lot of people with it can do well on meds for several months and then it causes agitation/irritability and starts to affect them really badly (mania, etc.). What do you think you will do now - try another med?"

5,4,forumstopic69173-abilify-my-experience?page=4,abilify_aripiprazole,I just started abilify on the 20th of April. So far I'm taking it at night and it makes me very tired! I have bipolar with a lot of anxiety issues....seems when I first take abilify I have to take lorazepam to calm down from the abilify. I'm on day 4 today.....hoping it gets better

6,4,forumstopic69173-abilify-my-experience?page=4,abilify_aripiprazole,"I am also taking abilify and it's taking a while for it to kick in. I started taking 5 mg, but then I later noticed that it wasn't enough, so I started taking 10 mg and I feel like it's worsening my depression. It's making me more exhausted, so I'm unable to be as awake than normal."

7,4,forumstopic69173-abilify-my-experience?page=4,abilify_aripiprazole,__________  blog

8,4,forumstopic69173-abilify-my-experience?page=4,abilify_aripiprazole,I'm dropping the abilify because it doesn't seem to work at all for me. I'll be testing a new medicine by the name of haldol soon.

1,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"I'm a bit frightened because my doctor has raised my dose to 10 mg, when i have had anxiety and insomnia as side effects. Nothing to do but take the leap. it's either gonna be good, or a terrible disaster...."

2,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"Thanks for posting your experiences. My pdoc has decided to put me on Abilify, and I should get started tomorrow. Currently taking 40 mg Paxil for anxiety and 300 mg Wellbutrin. Doc wants to drop the Wellbutrin and do the Abilify with the Paxil. I qualify for the 30 days free and 11 months of $25 copay, thank goodness! I'll be starting at 2 mg. I'm not sure what to expect. Every time I get a new mix of meds, I feel so hopeful, but then things start to plateau or change. I think the Wellbutrin/Paxil effectiveness has been waning for me for a few months, but a couple of weeks ago I started having crying jags and passive suicide ideation, which prompted the pdoc appointment."

3,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"Hi all, I started on abilify a few weeks ago and I am also taking wellbutrin. I started on 2mg, and my depression seems to be going away. OCD and anxiety are still bothering me but not as much as they were when I was NOT on abilify. I"

4,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,does the tiredness and anxiety go away in higher dosages?

5,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"I really never had tiredness from Abilify. In fact, I take it in the morning, and I'm fine all day. As for anxiety, it got better for me at the higher dose, but everyone's experience is unique."

6,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"because of my initial good results from abilify, my doc decided to up my dose to 10 mg. The side effects, including feeling sleepy but agitated at the same time, an increase in my depression, intense anxiety, listlessness, irritability, has made it impossible for me to continue on that dose.  I am back down to a dose of 2.5 mg, in combo with my current AD."

7,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,D*** I'm never going to be normal then.

8,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"I can definitely say that the combination of Remeron + Celexa + Abilify is working for me. I find myself interested in doing things again. It's not great, but it's a start. It's been a while since I've had an interest in anything at all."

9,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,That's great! Mine seems to be working well also.

10,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,Glad it's working for you guys.. For me no! :(

11,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"Sorry to hear that it is not working for you, ladysmurf. I am now at 15 mg of Abilify each day. I take such a ""high"" dose because I also take carbamazepine which reduces the blood level of Abilify. It is working amazingly well for me and without any side effects except perhaps anxiety. Abilify has also given me back my libido which was taken away by the other meds I take. It's just an all-around good med for me. Also, I want to say that it works really well with the Ritalin that I take."

12,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,Glad to hear it is working for you! :)

13,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"So far so good on the Paxil + Abilify. I feel a lot more steady, emotionally, and things get to me less. Hubby says I'm a lot more pleasant to be around, as I'm not always worked up about something. One thing I've noticed: I've been having crazy dreams almost every night! I'm not sure if it's an Abilify side effect or if it's because I'm easing off the Ambien. Does Ambien suppress dreaming, or does Abilify increase it? I've also noticed that Abilify makes it harder for me to sit still: I keep jumping up to do the dishes or sweep or this or that. Which means a lot gets done around the house, but I don't seem to be able to sink into a quiet place and enjoy reading, for example. I'm not distracted or anxious, but when I'm re-reading books I've enjoyed before, I seem to get fed up with them and can't finish. Or if it's a book I haven't read, same thing: think it's going to be good, but I just can't get into it."

14,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"My Abilify has been increased to 15 mg. So far I'm getting no additional benefit over 10 mg, and my appetite has shot through the roof. I think I'm going to ask to decrease it back down."

15,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"My doctor is trying me on 2mgs of Abilify.  My concern is weight gain.  I hope I will be ok on this dosage because if you are experiencing an increase of appetite like you've describe, I'm reluctant to go up even though I know meds effect us differently.  I am in recovery from eating disorders so he knows I have a problem complying to anything that would seriously increase my appetite. Lindahurt"

16,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"Lindahurt, I understand your concerns because I have the same ones. The thing with Abilify is that I didn't really have much of a problem until my Abilify got increased from 10 mg to 15 mg. It's like that was a sharp line for me. I take carbamazepine which clears Abilify faster so I don't know exactly what is my actual dose. My advice to you is not to be afraid of increasing. You will know when you hit that line and you can always ask to decrease the dosage. Abilify is working wonders for me so I encourage you to work with your doctor to find the suitable dosage. Again, don't be afraid of it. You can always back off."

17,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"Thanks so much, lukn4hope, for the feedback.  I am feeling ok about the 2 mgs now but don't want it to increase.  Hopefully, I can manage on 2mgs, and if not, don't want it to go up too much. Thanks for the info. Lindahurt"

18,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"After consulting my doctor, I decided to try cutting my 15 mg pills in half. Unfortunately, this turned out to be a disaster and I lost the effect and got a lot of anxiety so now I'm back up to 15 mg. I should feel worried about weight gain, but I can't help it. I'm just so darned happy all the time. Yes, this is a great drug if you get the right dosage."

19,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"I'm experiencing some weight gain, but it's hard to tell if it's because of the holidays or the medicine. I don't feel hungry, per se, but I feel like I want to always be snacking. I'm trying to combat this by eating fruit and chewing gum, to give my body the feel of eating without the calories. I've gained about 10 lbs, but again, I'm not sure if it's because of the Abilify or the holiday food extravaganza that goes on between Thanksgiving and Christmas."

20,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"That's good if you don't notice a huge increase in appetite, and you could be right that it is the holidays. But in my case, I know that it is not the holidays and it is the Abilify. Actually, I also take mirtazapine and between the two, I'm hungry all the time. But my cocktail is working, and I'm afraid to change it. I just have to watch carefully what I eat."

21,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,So far on Ability 2mgs I haven't experience any increase in appetite and I'm starting my 3rd week. Lindahurt

22,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"Hi lindahurt, How is the Abilify working out for you? Do you think that it is helping you? Will you stay at 2 mg or go up higher? I found that the anxiety at low doses was intolerable."

23,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"Thanks for asking, lukn4hope.  I'm in my 3rd week and so far I'm please with it.  I feel some improvement with more energy.  I must say my appetite hasn't increased yet.  I met with my psychiatrist today and brought that to his attention.  Right now we will keep me at 2mgs to see how it goes.  I see him in 4 weeks and if an increase is needed, I will comply, provided I'm not craving foods to the point of no control.  So I'm please at this time. Lindahurt"

24,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,"Update: I've been on 15 mg of Abilify for over 6 weeks, and it is really helping me. Except for the appetite increase, I don't have any side effects. I think I really like this med."

25,3,forumstopic69173-abilify-my-experience?page=3,abilify_aripiprazole,

1,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"Hi, I am on abilify along with zoloft for depression and anixety and it is working great for me.  I also take a mood stabilizer, neurontin, which helps a lot with my anxiety.  Unfortunately it takes a combo of meds for me but they do work so I do it. Abilify was quick acting for me but some people take longer. I have tried in the past to come off the abilify but my symptons always return so I know it is helping.  I am on a low dose (5mg) and I love it. best wishes to everyone, starr"

2,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"I've come through a couple of difficult days, but I am feeling better today. I don't think that Abilify works quickly for me like it does for some people. It is taking its own sweet time to kick in fully. I still feel like I'm better on Abilify than off of it. I feel like it's working though not as much as it should be. I have no side effects. (I sometimes even wonder if I forgot to take it, but my bill box says I took it.)"

3,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,Hello Lukn4hope. Sorry for replying so late but I have had strange mood the last days. I am very restless but not depressed. I have problems sleeping and wake up in the middle of the night and cant get down again. One night I even vomited twice. In the morning I feel like all my body is vibrating a little. I have not had any manic episode like the one I described erlier. Im taking litarex and cipralex and rivotril. The doc want

4,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"17667, I have had a similar experience with abilify. I found it way too stimulating at the 5 mg dose, and so I went down to 2.5 mg daily, and then 2.5 mg every other day (it has a very long half-life). Now, i'm back on 2.5 mg daily. I take it with the tricyclic called imipramine (200 mg). I sleep  less, and sometimes i feel quite anxious. I have clonazepam that i can use prn for anxiety, but more often now, i'll go into my room and listen to a 10 minute relaxation track, which seems to help a great deal. I am intermittently mildly nauseated and i eat less, but i see the eating less part to be a plus, as i am overweight. As far as my mood goes, it has done wonders. I'm on day  18 now. I definitely want to  continue....."

5,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"176617, You are having some weird side effects from Abilify. I do not have nausea, and I don't wake up at night. Are you sure that these effects aren't caused by withdrawal from rivotril (clonazepam)? That's what it sounds like to me, but I'm no doctor. I actually have an increased appetite on Abilify, but I'm wired funny. Increased appetite is in fact my only side effect from it. I have read that Abilify is activating at lower doses and more sedating at higher doses. I don't know since I'm stuck at 5 mg until I see my pdoc again. I don't feel particularly activated, but I do think that my anxiety has increased slightly. I guess that is another side effect that I get - anxiety (just a little added). I want to try 10 mg in the hopes that it will calm me a little. As to Abilify and bipolar, it depends on what you are taking it for. As an antidepressant, you take it at lower doses "

6,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,Hello and thanks for the replies. I am seing my doctor tomorrow morning and hope we find solution. I feel better after cutting the pill in half that is to 2.5 mg but still far too restless. Best GPI

7,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"I started this thread in the hopes that I would have a big success story to report about Abilify. Unfortunately, I feel like all my progress has plateaued and like I will not get any more help on Abilify. I've been on it for 3 weeks now. I'm not even sure that I want to stay on it. In a week, I will be talking to my pdoc about it and either he will raise it up to 10 mg or else I will ask to go off of it. It's doing nothing for me at 5 mg, and it has increased my anxiety somewhat. I'm really, really disappointed in this med."

8,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"Sorry you haven't gotten much relief with this med. I know you had high hopes it would help. Are you still taking your doc's samples or paying for it? It's expensive anyway, right? Maybe it will get better at 10mg? Some of these meds seem to not have much effect at lower doses."

9,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"I'm still taking samples. If my pdoc were to up it to 10 mg, I'd take advantage of that free trial offer that the company has. I figure that if I go up to 10 mg for a month, then I will have given this med more than a fair trial."

10,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"I have to retract almost every one of these words. I just found out that I have a major medication interaction that results in the peak plasma concentration of Abilify being reduced by 70%. This means I'm taking 5 mg tablets, but to my body it is as if I am taking 1.5 mg. So until I get my dose increased, I really can't say how effective the Abilify is. I'm feeling like I just wasted a few weeks taking too small of a dose."

11,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"Ok. I called my pdoc and got my Abilify increased to 10 mg. That gives me an effective dose of 3 mg in my blood. I see my pdoc in a week, and it might be necessary to increase it still further."

12,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"WOW! That's crazy. Med interactions are so confusing (and annoying). Well, hopefully now it will work better for you!"

13,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"Yesterday, after I bumped up the Abilify, I had tremendous anxiety. Just horrible, and nothing helped. I haven't been that anxious in years. But I woke up today in a better mood. I'm a little worried that the Abilify is giving me a rash. I hope it's the Abilify because I've been on Lamictal for several months and carbamazepine for 6 years. I can't give up these other meds. Also the itching on my neck began after I started Abilify. I've really have to think if this med is worth it. The paper work to get prescription assistance is horrible, not because it is alot, but because it is psychologically difficult. Makes me feel like a beggar."

14,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"Have you ever tried Seroquel? It's an atypical AP and I think it's supposed to be the most mild of the APs. Is there a generic for that one? That's one I have in the back of my mind if I have to try something different. That one might work out better for you...? If I'm not mistaken, the APs have a bad rap because they can cause metabolic changes which can cause weight gain and/or diabetes and other health issues. I'm sure that's fairly rare, just throwing it out there."

15,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"I think AP's have a bad rap because people don't like to take something that is for psychosis when they have depression. As much as depression is stigmatized in our society, psychosis is stigmatized even more and people are reluctant to take something that is an anti- . But you are right, atypical AP's are getting a bad rap because they can cause diabetes although some AAP's are more likely that others to cause that. You just have to watch your weight carefully when taking an AP. The only atypical AP that is generic (in the US) is risperidone. Seroquel will be going generic in the next year or two. I am reluctant to take Seroquel because it is highly sedating, some say the most highly sedating AAP. I already have trouble with sleeping too much, and I don't need the added sedation. Also, I get more than enough sedation from mirtazapine. I was taking risperidone, and I will go back to risperidone if the Abilify doesn't work out. Risperidone is good for me because it doesn't have any side effects for me, but I understand that it is sedating for some. AAP's do make a good augmentation strategy for depression or for bipolar. My pdoc says that all AAP's have some degree of antidepressant action."

16,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"I've heard Seroquel is only sedating in the lower doses (anything less than 150-200mg I believe). Supposedly. I understand your hesitation though if you have a tendency to sleep a lot as it is... I might go the AP route if a mood stabiliser isn't enough for me. Right now I am feeling horrible from Lexapro withdrawal (completely off it now after weaning for a month). I do not think I will ever go back on an AD (SSRI/SNRI). If I had to, maybe Prozac again because that one did not seem to be so hard to come off of. But I am feeling like I am done with them, and esp. seeing as how they make me manic now. Anyways, sorry for going OT. :) I've also heard about APs being good for augmenting bipolar and depression."

17,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"Ok, I can definitely say that the increased dose of Abilify has helped quite a bit. While 5 mg caused me anxiety, 10 mg calmed me down. (I take carbamazepine so these dosages are equivalent to 1.5 mg and 3 mg respectively). I will see my pdoc on Wednesday when we will discuss whether to continue on Abilify and at what dose."

18,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,My doctor just added abilify to wellbutrin. I just started taking it last night. I hope it works. I'm glad it worked out for you.

19,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"I hope that it works for you too. I would say that, even though it's overmarketed, the commercials are accurate. They do have a good drug."

20,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"Well I'm afraid to believe it but I've been on abilify for a week now. (along with Wellbutrin) 3 months OCD and anxiety are going away. I can think more clearly, and my depression is going away. Physical pain is going away. I really hope this works. Do you have any side effects? I've noticed that since abilify was added I've been having acne which I never have. It is not a lot but I hope it goes away."

21,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,HelloAnyone experienced anxiety attacks while taking abilify? I

22,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,I experienced horrible anxiety on low dose Abilify. It's better at higher doses.

23,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"Hello. How high is your dose now and is abilify working for you as you hoped? Kv, GP"

24,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,"I'm taking 10 mg. It working ... maybe not as I had hoped, but it definitely is working."

25,2,forumstopic69173-abilify-my-experience?page=2,abilify_aripiprazole,I dont have any anxiety because wellbutrin took care of it.  have slight OCD. and  depression ......but i feel like abilify is doing something.  i'm on a low dosage of 2mg...what is the maximum?i really hope this work. i'm so tired of feeling this way.

1,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"I want to write down my experience with Abilify in case others have begun to take it or are considering taking it. Maybe it will give someone some hope. I tried nearly every antidepressant out there without much success. I started taking 2 mg of Abilify last week. The day after my first dose I felt great but that evening I crashed. For the rest of the week, I felt that my depression worsened on Abilify. I was feeling worse off and was considering stopping it completely. Then I increased the dose to 5 mg which is my target dose for depression. After taking 3 doses at 5 mg and over a week total on it, I am beginning to feel it working. My depression has substantially improved. After a rough start, I am beginning to think that it is a magic bullet. I hope that it is not a fluke. It is slightly sedating for me, and I take it at noon to help with afternoon anxiety. I really have no side effects from it."

2,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"lukn4hope, Congratulations on getting a response out of Abilify. It looks like sticking it out was the right thing to do. I hope that you continue to notice benefits from the medication. Tomatheus"

3,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"Yeah, I was getting really quite discouraged, but I'm glad I persevered. I just hope what I'm feeling is not a fluke."

4,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,It can be a nerve reckoning waiting to see how your mind and body will react to a medication.  I am glad your are experiencing some benefits and wish you continued success on Abilify. Lindahurt

5,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,Hello. i am glad to hear that abilify is working for you. Thanks for sharing your experience. I started on 5 mg today and I am very hopeful that this med will help me. Best GPI

6,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"Just hang with it for a week or two. It may get worse before it gets better, but it will get better."

7,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,Good to hear that it's working well!

8,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"It's working well for mood, but it seems to be aggravating my anxiety which is not good. My anxiety is getting substantially worse."

9,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,Today I was less anxious than yesterday. I hope this is a trend that will continue. My mood was pretty good today also.

10,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"Just a little update. Today is my 7th day on 5 mg. My mood is MUCH better than it was just a week ago so I am definitely getting some mood support from Abilify. However, I'm still having a hard time with anxiety. I had one calm day since I posted last, but the last couple of days have been pretty bad anxiety-wise. I'm going to have to ask my pdoc for something to deal with this anxiety. There is a level of anxiety that is just there regardless of anything, i.e. I even have anxiety when I don't have anything to be anxious about."

11,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"Have you experienced that type of anxiety, anxiety while not having anything to be anxious about, before abilify? Just wondering cause only time I remember experiencing this is recently as a side effect the next morning after taking melatonin (yes i know that's probably rare and weird especially cause it's just a supplement)."

12,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"I've always had a big problem with anxiety, but it appears to have increased a notch on the Abilify."

13,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"Hello. Today is my seventh day on abilify. I noticed positive effects on fourth day or so. I feel good now, I am more motivated and am getting back the will to be interested in something, I was like a zombie no fun and nothing that I had any desire to do. I have had some headache but nothing to complain about and I think I"

14,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"Today is my 14th day on Abilify and 9th day at 5 mg. I've been having a roller coaster ride on it. The weekend was tough for me as I was rather depressed. My anxiety has been better the last couple of days. I think that I am getting some help in that Abilify is allowing me to see my problems more clearly and helping me to see that there is life beyond them. For me, the jury is still out on Abilify. It is clearly not the magic pill that I thought it was in the beginning. But I seem to be making slow progress every day despite some setbacks. I didn't get this way overnight, so I can't expect to get better overnight either. Maybe when I see my pdoc next, my dosage will be increased."

15,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"I have actually experienced anxiety soon after taking melatonin before bed! It doesn't happen all the time, and I'm not sure if it's coincidence or what. Just wanted to chime in. When I read your post, it reminded me of my experience. I haven't heard of any contraindictions or melatonin interacting with any other meds before."

16,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"I have read some articles that you shouldn't take melatonin, while an ssri, but not sure how accurate those articles were.  In other articles, I have also read that although rare, melatonin can cause anxiety. Really strange lol. Chelated Magnesium Glycinate helps me go to sleep though, so now I just stick to this."

17,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"i have been on abilify in combination with the tricyclic imipramine for two weeks now. My apathy, lack of motivation and anhedonia are in remission. An added bonus is that I also don't seem to have much of an appetite. Because imipramine is sedating, and i also take imovane, i don't have trouble falling asleep, but i don't sleep longer than 6 hours at night. I have some increased anxiety, but it seems like a small price to pay. I started out taking 5 mg, but i had some manic symptoms, so i have cut back to 2.5, which i take in the morning. I am cautiously optimistic in that i had the same result from cymbalta, before it stopped working for me after some 2 weeks. Hope this helps someone."

18,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"I've also noticed a tiny, tiny remission in my apathy and lack of motivation. I'm also cautiously optimistic that this will continue. I just notice that I'm getting more done if only a little more."

19,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"I love Abilfy!  I took at at a low dose, 5 mg, the first time and it made my anxieties so bad I had to stop it. My doc and I gave it another try at the dosage of 20mg to try to combat my suicidal thoughts (very serious since I almost succeded at it once).  My suicidal thoughts are gone and I feel normal.  I take it in combination with 500mg of Lamictal and the combo is great for me. I don't have any side effects."

20,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,"I am on 5 mg and I think im getting manic. I was shopping today and a guy in front of me had a bad kreditcard and couldnt pay. So I say ""Put it on my card"" (It wasnt much, maybe 20$) But I think this is a warning sign. I am going to split my pill to half tonigth. Anyway, funny to see the face of the man I payed for, it was like the next thing I would do was to take up an axe and slash him :-)"

21,1,forumstopic69173-abilify-my-experience?page=1,abilify_aripiprazole,Lol that sounds wild. Is that much different than your regular personality? lol like would you have paid for him even if you weren't on the med?

